rms,kurtosis,crest_factor,env_amp_bpfo,env_amp_bpfi,env_amp_bsf,baseline_noise,label
0.07408178260912789,-0.13040061392983615,3.6833471531947435,5.355401666937235e-05,7.525607070761585e-05,0.00012233365063346865,5.643616185150358e-05,Normal
0.07379132071238467,-0.11772615436604861,3.6978457688876474,6.987096818702631e-05,6.442751309232305e-05,0.00016894002664384072,5.4302966237609356e-05,Normal
0.07386704735701471,-0.13173698197338135,3.3749201238610294,0.00011790300638905098,0.00010839036924654989,0.00015987367354173288,5.674316250939444e-05,Normal
0.07292977398015892,-0.17647560561041864,3.4182936681417284,9.102016907593453e-05,8.814016528066878e-05,0.0001456364863937451,5.584121460497288e-05,Normal
0.07272719858092241,-0.18763575551665346,3.4278150331611843,9.614610368229121e-05,0.00011781308990407726,0.00013221826292939663,5.730723387827574e-05,Normal
0.07276237214851185,-0.19801446595842487,3.426158016214199,0.00010469728665221079,0.0001211276199765568,0.00011984231733030947,5.584559003958709e-05,Normal
0.072872780719703,-0.20328510667957111,3.4066534203927583,0.00012293915940337767,0.00011099944972892097,0.00013511523683579953,5.536963550473077e-05,Normal
0.07255032025448252,-0.23872776809343588,3.4217947876938477,0.0001461809599255568,0.00011263697471519046,0.00012717022962990482,5.7778016627104785e-05,Normal
0.07294338652075272,-0.2310567544926525,3.4033559385356864,0.00016388942158017216,9.716986000334758e-05,0.00011804729301365084,5.7280148649873715e-05,Normal
0.0730767558460059,-0.24409739744045877,3.3971446162093994,0.0001667855023351207,0.00010292577023463566,0.00014798272819851815,5.842550490603301e-05,Normal
0.07333700625986242,-0.26899751186204846,3.3850891978416766,0.00015343303259929755,0.00012964056798658201,0.00018371236636869687,5.781904388702987e-05,Normal
0.0735033097988573,-0.2885160288337154,3.377430327581889,0.00012634624256466234,0.00010628874752894858,0.00012835045894715586,5.810856443213956e-05,Normal
0.07354701677960791,-0.28901800914667053,3.375423213102229,0.00014321800569200304,7.497377566019305e-05,0.00014166025063304911,5.577883643578435e-05,Normal
0.07379181314945268,-0.3017835228412604,3.364225611173358,0.00011706066899959221,8.450780535934017e-05,0.0001459084965102807,5.270887617192792e-05,Normal
0.07410789944441501,-0.2974184389003458,3.3498764578870643,0.00011891732021097488,0.00010875371336464984,0.00015204156893811117,5.426684779855626e-05,Normal
0.07398561808805625,-0.2510968392437145,3.8742332073294032,0.00012230099719635762,9.192156328167605e-05,0.00012930779100321226,5.3588236083241405e-05,Normal
0.07339292447092491,-0.253129714643046,3.9055200556164213,0.00011684102529820994,9.581816212574188e-05,0.0001356202409296418,5.570221327876039e-05,Normal
0.07379530729649701,-0.2565204278031281,3.88422447121031,0.00010611197988296123,8.905742351261639e-05,0.00013374478721577964,5.4976000410251236e-05,Normal
0.07347283160665982,-0.2842686994986927,3.9012725138465556,7.36257572915791e-05,9.307047692514433e-05,0.00010768100789621894,5.635461121531337e-05,Normal
0.07319830885705798,-0.27949309154753266,3.9159038362660215,0.000134792538907015,8.234643831329747e-05,0.0001114891620715479,5.258602069543191e-05,Normal
0.07319341399928883,-0.2704051256693858,3.916165714914234,0.0001429737077433163,8.754960017438243e-05,8.735990944911576e-05,5.1109190182900286e-05,Normal
0.07300605776957798,-0.24328454076147565,3.9262158130250646,0.00014559808830055102,7.022349986604844e-05,0.00010366816839040233,5.2410658456492694e-05,Normal
0.07307734858297237,-0.2521202411338588,3.922385582121782,8.709990392369615e-05,0.00011799462827143429,8.513719783336695e-05,5.249939603892122e-05,Normal
0.07264863088749116,-0.2361206816122552,3.945532558011255,0.00011830754708629604,0.00012053825681682592,5.683986109897842e-05,5.2917892995648945e-05,Normal
0.07248463439890623,-0.23475310410660377,3.9544593256010643,0.00014222031976506567,0.00013195354193525267,6.49547852475923e-05,5.408775924548814e-05,Normal
0.07254804290725295,-0.26619411071078103,3.482288710285442,0.00011373138212199004,0.00010710532442131282,7.071209309210557e-05,5.266163595295407e-05,Normal
